name,type,state,city,lat,long,status,founded_month,founded_year,summarize,cancel_reason,cancel_time,link
PeaceOUT World Homo Hop Festival,Culture,CA,Oakland,37.8044557,-122.2713563,Inactive,August,2001,Unknown,"Despite initial plans to continue with PeaceOUT as a biannual event following the 2007 festival, Kalamka decided to close the event permanently in July 2008. The official website is currently maintained as a permanent historical archive of the festival.",2008,http://www.dazeddigital.com/music/article/34157/1/queer-hip-hop-history-california
Pecan Street Festival,Art,TX,Austin,30.2711286,-97.7436995,Active,May,1978,,,,
Pennsylvania Shakespeare Festival,Art,PA,Center Valley,40.529266,-75.393236,Active,June;July;August,1992,,,,
Pepper Jelly Festival,Culture,AL,Thomaston,32.2666151,-87.6253429,Active,April,1986,,,,
Philadelphia Film Festival,Film,PN,Philadelphia,39.9524152,-75.1635755,Active,October,1991,,,,
Rose Parade,Nature,CA,Pasadena,34.1476452,-118.1444779,Active,January,1890,,,,
Philadelphia Flower Show,Nature,PA,Philadelphia,39.9524152,-75.1635755,Active,February;March,1827,,,,
Philadelphia Folk Festival,Music,PA,Philadelphia,39.9524152,-75.1635755,Active,August,1962,,,,
Philly Beer Week,Beer,PA,Philadelphia,39.9524152,-75.1635755,Active,May;June,2007,,,,
Phoenicia International Festival of the Voice,Music,NY,Phoenicia,42.0848126,-74.3154254,Active,August,2010,,,,
Pierogi Fest,Food,IN,Whiting,41.6797578,-87.4944873,Active,July,1994,,,,
Pitchfork Music Festival,Music,IL,Chicago,41.8755616,-87.6244212,Active,July,2006,,,,
Pittsburgh Folk Festival,Culture,PA,Pittsburgh,40.4416941,-79.9900861,Inactive,September,1956,Unknow,"After 63 years, a long-standing Pittsburgh institution is getting a makeover and right now inactive in their activities and webpage in 2017.",2017,https://www.pghfolkfest.org/
Pittsburgh Whiskey & Fine Spirits Festival,Food,PA,Pittsburgh,40.4416941,-79.9900861,Active,October,2007,,,,
Pittsburgh Wine Festival,Food,PA,Pittsburgh,40.4416941,-79.9900861,Active,June,2003,,,,
Pleasantville Music Festival,Music,NY,Pleasantville,41.1328736,-73.7926335,Active,July,2005,,,,
Pointfest,Music,MO,Maryland Heights,38.7131073,-90.4298401,Active,May,1993,,,,
Porcupine Freedom Festival,Alternative,NT,Lancaster,40.08067,-76.2411283,Active,June,2001,,,,
"Pork, Peanut, and Pine Festival",Food,VA,Surry County,37.1118778,-76.895924,Inactive,July,1975,Low attendance,"Pork, Peanut and Pine Festival organizers have folded up the tents for 2019 and are taking a wait-and-see attitude for the future.Kenny Pittman, who has recently resigned as PPP Board chairman, said the two days of rain this year caused a steep decline in attendance.
There were more workers than festivalgoers, he said.",2019,https://smithfieldtimes.com/index.php/news/all-news/3180-no-pork-peanut-pine-festival-for-2019
Port Townsend Film Festival,Film,WA,Port Townsend,48.1185325,-122.7679629,Active,April,1999,,,,
Portland International Beerfest,Beer,OR,Portland,45.5202471,-122.6741949,Active,June,2001,,,,
Portland International Film Festival,Film,OR,Portland,45.5202471,-122.6741949,Active,March,1977,,,,
Portland Rose Festival,Nature,OR,Portland,45.5202471,-122.6741949,Active,May;June,1907,,,,
Portugal Day Festival,Culture,NJ,Newark,40.735657,-74.1723667,Active,June,1933,,,,
Project Twenty1 Film Festival,Film,PN,Philadelphia,39.9524152,-75.1635755,Inactive,September,2006,,"Unknow, Institute only held one festival",2006,
Pungo Strawberry Festival,Food,VA,Virginia Beach,36.7953025,-76.0509251225811,Active,May,1983,,,,
Pygmalion Music Festival,Music,IL,Champaign-Urbana,40.101976,-88.2314378,Active,,2005,,,,
QFest,Film,PN,Philadelphia,39.9524152,-75.1635755,Inactive,July,1997,Financial,"In 2014 QFest was canceled for the first year since its founding in 1995. Due to lack of fundraising and the unavailability of Raymond Murray to lead the film programming, the festival was postponed and then canceled for the year. It lacked the visibility, influence and longevity of the more recent festival.",2014,
Rainbow Gathering,Alternative,US,worldwide,45.5591381,-122.638103,Active,July,1972,,,,
RavenCon,Technology,VA,Richmond,37.5385087,-77.43428,Active,April,2006,,,,
Red River Revel,Art,LA,Shreveport,32.5221828,-93.7651944,Active,October,1976,,,,
Red Rock Film Festival,Film,UT,St. George,37.104153,-113.5841313,Active,November,1991,,,,
Redemptive Film Festival,Film,VA,Virginia Beach,36.7953025,-76.0509251225811,Inactive,November,2006,Financial,"After seven successful seasons, and receiving hundreds of submissions from some 44 countries on six continents, the festival took an hiatus while its founder, Media Professional, Dr. Chris Cunningham took time to plant a church.",2013,https://www.kickstarter.com/projects/881535414/help-bring-back-the-redemptive-film-festival
ReelAbilities,Film,NY,New York City,40.7308619,-73.9871558,Active,April,2007,,,,
Reggae on the River,Music,CA,Humboldt County,40.5997415,-123.8997734,Active,August,1984,,,,
Reggae Rising,Music,CA,Humboldt County,40.5997415,-123.8997734,Inactive,August,2007,Financial,"The 2010 festival was canceled due to the financial trouble of the organizer, Tom Dimmick, resulting in his denial of a Conditional Use Permit by the Humboldt County Planning Commission. The organizer never contacted the Humboldt County Planning Commission for a 2011 permit, and as a result, 2009 Reggae Rising marked the end of the Reggae Rising festival.",2010,https://en.wikipedia.org/wiki/Reggae_Rising#cite_note-2
Remember September Music Festival,Music,MA,Brockton,42.0834335,-71.0183787,Active,September,2010,,,,
Rhode Island International Film Festival,Film,RI,Providence,41.8677428,-71.5814834,Active,August,1997,,,,
Riverfront Irish Festival,Culture,OH,Cuyahoga Falls,41.1348213,-81.4848086,Active,June,1993,,,,
Riverside County Fair and National Date Festival,Culture,CA,Indio,33.7192808,-116.2188054,Active,February,1947,,"When World War II started all fairs in California were halted. When the War ended, Robert M.C. Fullenwider was hired to manage the Riverside County Fair and National Date Festival. Fullenwider introduced an ""Arabian Nights"" theme tying in with the desert region and date industry.",,https://www.datefest.org/Information/About-The-Fair/History-of-the-Fair
Roanoke-Chowan Pork-Fest,Food,NC,Murfreesboro,36.4423754,-77.0985753,Active,May,N/A,,,,
Rochester International Jazz Festival,Music,NY,Rochester,43.157285,-77.615214,Active,June,2002,,,,
Rock Fest,Music,WI,Cadott,44.9480187,-91.1507031,Active,July,1993,,,,
Rock N Resort Music Festival,Music,OH,North Lawrence,40.8418573,-81.6291103,Active,July,2004,,,,
Rock of Ages Festival,Music,CA,Calistoga,38.5787966,-122.5797054,Active,October,1999,,,,
Rock on the Range,Music,OH,Columbus,39.9622601,-83.0007065,Active,May,2007,,,,
Rocklahoma,Music,OK,Pryor,36.3084275,-95.3169136,Active,May,2007,,,,
Rocky Mountain Women's Film Festival,Film,CO,Colorado Springs,38.8339578,-104.8253485,Active,April,1987,,,,
Roots 'n Blues 'n BBQ,Music,MO,Columbia,38.951883,-92.3337366,Active,September,2007,,,,
Roswell UFO Festival,Alternative,NM,Roswell,33.3943282,-104.5229518,Active,July,1947,,,,
Saint Paul Winter Carnival,Carnivals,MN,Saint Paul,44.9504037,-93.1015026,Active,January;February,1886,Organizer,The event was stopped before 1937 due to the organizers and was permanently restored in 1946.,1937,https://www.wintercarnival.com/about/history-of-the-saint-paul-winter-carnival/
San Diego Bay Wine & Food Festival,Food,CA,San Diego,32.7174209,-117.1627714,Active,November,2004,,,,
San Francisco Frozen Film Festival,Film,CA,San Francisco,37.7792808,-122.4192363,Active,July,2006,,,,
San Francisco Free Folk Festival,Culture,CA,San Francisco,37.7792808,-122.4192363,Active,June,1977,,,,
San Francisco Green Film Festival,Film,CA,San Francisco,37.7792808,-122.4192363,Active,September,2011,,,,
San Francisco International Film Festival,Film,CA,San Francisco,37.7792808,-122.4192363,Active,April,1957,,,,
San Francisco Jewish Film Festival,Film,CA,San Francisco,37.7792808,-122.4192363,Active,July;August,1980,,,,
San Luis Obispo International Film Festival,Film,CA,San Luis Obispo,35.2827525,-120.6596156,Active,March,1993,,,,
Santa Barbara International Film Festival,Film,CA,Santa Barbara,34.4221319,-119.7026673,Active,January,1986,,,,
Santa Cruz Shakespeare,Art,CA,Santa Cruz,36.9749416,-122.0285259,Active,June;July;August;September,2014,,,,
Sarasota Film Festival,Film,FL,Sarasota,27.3364347,-82.5306527,Active,April,1996,,,,
Sasquatch! Music Festival,Music,WA,George,47.0807166,-119.8570901,Inactive,May,2002,Low attendance,"On June 28, 2018, Zacks officially announced that Sasquatch! Music Festival would cease operation indefinitely and would not be returning in 2019.",2018,https://www.wweek.com/music/2018/06/28/sasquatch-music-festival-is-ceasing-operation/
Sauerkraut Days,Food,IA,Ackley,42.5539385,-93.0526788,Active,June,1902,,,,
Savannah Music Festival,Art,GA,Savannah,32.0809263,-81.0911768,Active,March;April,1898,,,,
SAVOR,Beer,DC,Washington,38.8950092,-77.0365625,Active,May,2008,,,,
Sawdust Art Festival,Art,CA,Laguna Beach,33.5420888,-117.7834147,Active,June;July;August,1967,,,,
Schmeckfest,Food,SD,Freeman,43.352487,-97.437286,Active,March;April,1959,,,,
Schwagstock,Music,MO,Shannon County,37.1498052,-91.4328245,Inactive,November,1992,Crime," People at a jam-band festival called Schwagstock were buying, selling and consuming marijuana, mushrooms, LSD, ecstasy and other drugs.",2010,https://www.riverfronttimes.com/stlouis/hes-gone-as-schwagstock-founder-jimmy-tebeau-enters-federal-prison-should-other-music-festival-organizers-worry-about-on-site-drug-use/Content?oid=2503535
Skagit Valley Tulip Festival,Nature,WA,Skagit Valley,48.4596092,-121.7332784,Active,April,1984,,,,
Seattle Hempfest,Nature,WA,Seattle,47.6038321,-122.3300624,Active,August,1991,,,,
Seattle International Film Festival,Film,WA,Seattle,47.6038321,-122.3300624,Active,May;June,1976,,,,
Sedona International Film Festival,Film,AZ,Sedona,34.8696661,-111.7611616,Active,February;March,1994,,,,
Shakespeare Festival of Dallas,Art,TX,Dallas,32.7762719,-96.7968559,Active,June;July;August,1971,,,,
Shakespeare in Delaware Park,Art,NY,Buffalo,42.8867166,-78.8783922,Active,June;July;August,1976,,,,
Shakespeare Santa Cruz,Art,CA,Santa Cruz,36.9749416,-122.0285259,Inactive,July;August,1981,Financial,"In 2008, with California's budget crisis having resulted in reduced funding, the university could no longer afford to cover these debts. In March 2014, the new company changed its name to Santa Cruz Shakespeare.",2008,https://www.nytimes.com/2009/02/15/theater/15Tayl.html?_r=2
Subaru Cherry Blossom Festival of Greater Philadelphia,Nature,PA,Philadelphia,39.9524152,-75.1635755,Active,April,1926,,,,
Shenandoah Apple Blossom Festival,Nature,VA,Winchester,39.1852184,-78.1652404,Active,April;May,1924,,,,
Shenandoah Valley Music Festival,Music,VA,Orkney Springs,38.7953909,-78.8144669,Active,July;August;September,1963,,,,
Sidewalk Moving Picture Festival,Film,AL,Birmingham,33.5206824,-86.8024326,Active,August,1999,,,,
Signal - The Southeast Electronic Music Festival,Music,NC,Chapel Hill/Carrboro,35.8904943,-79.0675567113923,Active,April,2006,,,,
Sisters Folk Festival,Music,OR,Sisters,44.290948,-121.5492516,Active,September,1995,,,,
SLUG Queen,Alternative,OR,Eugene,44.0505054,-123.0950506,Active,August,1983,,,,
Smithsonian Folklife Festival,Culture,DC,Washington,38.8950092,-77.0365625,Active,July,1967,,,,
Snowball music festival,Music,CO,Avon,39.6329025,-106.471183807855,Active,December,2011,,,,
Sonoma Valley Film Festival,Film,CA,Sonoma,38.5110803,-122.8473388,Active,March,1997,,,,
Sonshine Festival,Music,MN,Willmar,45.1219492,-95.0435373,Inactive,July,1982,Financial,"Citing financial reasons, Sonshine 2017 was postponed, with ""hope and desire to see [it] return in 2018"", according to the festival's webpage. The festival is indefinitely on hiatus, awaiting the advent of new financial backers.",2017,https://creationfest.com/sonshine/
South by Southwest,Music,TX,Austin,30.2711286,-97.7436995,Active,March,1987,,,,
South Haven Blueberry Festival,Food,MI,South Haven,42.4030865,-86.2736407,Active,August,1969,,,,
South Shore Country Festival,Music,MA,Marshfield,42.091769,-70.7055941,Active,september,2016,,,,
South Shore Indie Music Festival,Music,MA,Brockton,42.0834335,-71.0183787,Active,June,2015,,,,
Southern Brewers Festival,Beer,TN,Chattanooga,35.0456297,-85.3096801,Inactive,August,1994,Low attendance,"Due to rising expenses and lower attendance,the festival stoped in 2017.",2017,https://www.southernbrewersfestival.com/
Southern Decadence,Culture,LA,New Orleans,29.9499323,-90.0701156,Active,August;September,1718,,,,
Spam Jam,Food,MN,Austin,43.6680928,-92.9744896,Active,July,2002,,,,
St. James Art Fair,Art,KY,Louisville,38.2542376,-85.759407,Active,October,1957,,,,
Stagecoach Festival,Music,CA,Indio,33.7192808,-116.2188054,Active,April,2007,,,,
Sterling Renaissance Festival,Art,NY,Sterling,43.325901,-76.644949,Active,July,1976,,,,
Stone Creek Jamboree,Music,MI,Montevideo,44.942523,-95.723559,Inactive,August,2005,Unknow,"Can not find any information online, website expired.",N/A,https://en.wikipedia.org/wiki/Stone_Creek_Jamboree
Strawberry Festival,Food,TX,Poteet,29.0373552,-98.5746204,Active,April,1948,,,,
Summer Camp Music Festival,Art,IL,Chillicothe,39.3331197,-82.9824019,Active,May,2001,,,,
Summer Camp Music Festival,Music,IL,Chillicothe,39.3331197,-82.9824019,Active,May,2001,,,,
Summer Solstice Parade and Pageant,Music,WA,Fremont,40.7345943,-95.5924782,Active,May,1891,,,,
Summerfest,Music,WI,Milwaukee,43.0349931,-87.922497,Active,June;July,1968,,,,
SunFest,Music,FL,West Palm Beach,26.7153425,-80.0533746,Active,May,1982,,,,
Surf ‘n’ Suds,Beer,CA,Carpinteria,34.3988838,-119.5184564,Active,May;August,2013,,,,
Sweet Corn Festival,Food,OH,Fairborn,39.8208998,-84.0193858,Active,August;September,1953,,,,
Syracuse Jazz Festival,Music,NY,Syracuse,43.0481221,-76.1474244,Inactive,June,1982,Unknow,No any info about 2019 festival ,2019,http://www.syracusejazzfest.com/
Takoma Park Folk Festival,Music,MD,Takoma Park,38.9778882,-77.0074765,Active,September,1978,,,,
Tallahassee Wine and Food Festival,Food,FL,Tallahassee,30.4380832,-84.2809332,Active,December,1995,Replaced,The festival changed to fitness&food festival from 2009,2009,http://www.tallyfitnessfest.com/
Tallgrass Film Festival,Film,KS,Wichita,37.6922361,-97.3375448,Active,October,2003,,,,
Tanglewood Music Festival,Music,MA,Boston,42.3602534,-71.0582912,Active,July;August,1940,,,,
Taste of Alpharetta,Food,GA,Alpharetta,34.0709576,-84.2747329,Active,May,1990,,,,
Taste of Arlington,Food,VA,Arlington,38.8903961,-77.0841585,Active,May,N/A,,,,
Taste of Buffalo,Food,NY,Buffalo,42.8867166,-78.8783922,Active,July,1984,,,,
Taste of Chicago,Food,IL,Chicago,41.8755616,-87.6244212,Active,July,1980,Replaced,"After Bilandic's tenure in office, newly elected Mayor Jane Byrne attempted to end the ChicagoFest as well as many other programs associated with the former mayor. Mayor Washington finally put an end to ChicagoFest when in 1983, and create Taste of Chicago in 1980",1983,https://en.wikipedia.org/wiki/Taste_of_Chicago
Taste of Cincinnati,Food,OH,Cincinnati,39.1014537,-84.5124602,Active,May,1979,,,,
Taste of Polonia,Culture,IL,Chicago,41.8755616,-87.6244212,Active,September,1980,,,,
Tater Day,Food,KY,Benton,36.8572781,-88.350315,Active,March,1843,,,,
Telluride Blues & Brews Festival,Music,CO,Telluride,37.9374939,-107.8122852,Active,September,1994,,,,
Telluride Film Festival,Film,CO,Telluride,37.9374939,-107.8122852,Active,August;September,1974,,,,
Temecula Valley Balloon & Wine Festival,Food,CA,Temecula,33.4946353,-117.1473661,Active,June,1984,,,,
Tennessee Soybean Festival,Food,TN,Martin,36.3433965,-88.850338,Active,September,1993,,,,
Texas Folklife Festival,Culture,TX,San Antonio,29.4246002,-98.4951405,Active,June,1972,,,,
Texas Reds Festival,Food,TX,Bryan,30.6743643,-96.3699632,Active,September,2007,,,,
Texas Rose Festival,Nature,TX,Tyler,32.3512601,-95.3010624,Active,October,1933,,,,
The Baltimore Shakespeare Festival,Art,MD,Baltimore,39.2847494,-76.6204746396999,Inactive,June,1994,Financial,The Baltimore Shakespeare Festival closed its doors for good in 2011. The Board of Trustees made a simple public pronouncement of the difficulty of producing live theater and announced it was closing its doors due to economic challenges. The company did not maintain any archives.,2011,https://www.baltimoresun.com/entertainment/bs-xpm-2011-04-06-bs-ae-shakespeare-festival-closes-20110406-story.html
The Bamboozle,Music,NJ,East Rutherford,40.833989,-74.0970865,Inactive,March;April;May,2003,Unknow,It has also been announced that there will not be a Bamboozle festival in 2013 and the future of the festival is unknown.,2013,https://en.wikipedia.org/wiki/The_Bamboozle
The Capitol Hill Film Classic,Film,DC,Washington,38.8950092,-77.0365625,Active,June,2018,,,,
The Daffodil Festival,Nature,VA,Gloucester,37.4452288,-76.5594479,Active,April,1987,War,"the Gloucester and Mathews Counties World War II was underway in March, 1942 when the organizing committee decided to suspend the festivities. It was not resumed until 45 years later.",1942,https://www.coldwellbanker.com/Coldwell-Banker-Traditions-148c/Josephine-VonCannon-186112a/blog/community-8/spring-blooming-gloucester-daffodil-fest-16442
The Echo Project,Music,GA,Atlanta,33.7490987,-84.3901849,Active,October,2007,,,,
The Fest for Beatles Fans,Music,NY,New York City,40.7308619,-73.9871558,Active,September,1974,,,,
The Festival of Wood & Barrel-Aged Beer,Beer,IL,Chicago,41.8755616,-87.6244212,Active,November,2016,,,,
The Garagiste Festivals,Food,CA,Paso Robles,35.6267654,-120.6912456,Active,November,2011,,,,
The Great Blue Heron Music Festival,Music,NY,Sherman,42.159224,-79.595326,Active,July,1992,,,,
The Maryland Wine Festivals,Food,MD,Westminster,39.5752639,-76.9959277,Active,September,1985,,,,
The Nederland Music & Arts Festival,Beer,CO,Nederland,39.9613759,-105.5108312,Inactive,August,1996,Venue,"A short hiatus from 1996 to 1999, 2019 festival been cancelled because of venue conditions",2019,http://nedfest.org/
The New England Festy,Music,MA,Worcester,42.2625932,-71.8022934,Active,April,1999,,,,
The Peach Music Festival,Music,PA,Scranton,41.4086874,-75.6621294,Active,July,2012,,,,
The Philadelphia Shakespeare Festival,Art,PA,Philadelphia,39.9524152,-75.1635755,Active,April;May,1989,,,,
The River To River Festival,Art,NY,New York,40.7308619,-73.9871558,Active,June,2002,,,,
The Spooky Movie Film Festival,Film,DC,washington,38.8950092,-77.0365625,Active,October,2006,,,,
The Steam Festival,Alternative,CA,Fillmore,34.383958,-118.9365955,Active,June,N/A,,,,
The Winter Antiques Show,Art,NY,New York City,40.7308619,-73.9871558,Active,February,1955,,,,
Three Rivers Film Festival,Film,PN,Pittsburgh,40.4416941,-79.9900861,Active,June;November,1971,,,,
TomorrowWorld,Music,GA,Chattahoochee Hills,33.5790874,-84.7686732,Inactive,September,2013,Financial;Weather, The last TomorrowWorld festival held in the Chattahoochee Hills was in September 2015. The festival did not return in 2016 due to the bankruptcy of SFX and the backlash TomorrowWorld received from mishaps in 2015.,2016,https://www.bizjournals.com/atlanta/news/2016/03/02/tomorrowworld-2016-cancelled.html
Traverse City Film Festival,Film,MI,Traverse City,44.7606441,-85.6165301,Active,July;August,2004,,,,
Treasure Island Music Festival,Music,CA,San Francisco,37.7792808,-122.4192363,Active,October,2007,,,,
Treefort Music Fest,Music,ID,Boise,43.61656,-116.200835,Active,May,2012,,,,
Trenton Computer Festival,Technology,NJ,Ewing Township,40.2624865,-74.7996837884332,Active,March,1976,,,,
Tribeca Film Festival,Film,NY,New York City,40.7308619,-73.9871558,Active,April;May,2002,,,,
True/False Film Festival,Film,MO,Columbia,38.951883,-92.3337366,Active,March,2004,,,,
Tulip Festival,Nature,MI,Holland,42.7876022,-86.1090828,Active,May,1929,,,,
Tulip Time Festival,Culture,MI,Holland,42.7876022,-86.1090828,Active,May,1927,,,,
Twilight Festival,Music,MO,Columbia,38.951883,-92.3337366,Active,March,1990,,,,
U.S. Open Beer Championship,Beer,US,,39.7837304,-100.4458825,Active,June,2009,,,,
Ultra Music Festival,Music,FL,Miami,25.7742658,-80.1936589,Active,March,1999,,,,
Upperville Colt & Horse Show,Sport,VA,Upperville,38.9939977,-77.8847178,Active,June,1853,,,,
Utah Pride Festival,Culture,UT,Salt Lake City,40.7670126,-111.8904308,Active,June,1977,,,,
University of Chicago Folk Festival ,Culture,IL,Chicago,41.8755616,-87.6244212,Active,February,1960,,,,
Utah Shakespeare Festival,Art,UT,Cedar City,37.6774238,-113.0618277,Active,June;July,1961,,,,
Vancouver Wine and Jazz Festival,Food,MA,Vancouver,45.6306954,-122.6744557,Active,August,1998,,,,
Veggie Pride,Food,NY,New York City,40.7308619,-73.9871558,Active,April,2008,,,,
Vegoose,Music,NV,Las Vegas,36.1662859,-115.149225,Inactive,October,2005,Unknow,"The festival's current state is in question and did not make a return in 2008. However, the festival may make its return in the near future. A.C. Entertainment and Superfly instead focused their energy on a new festival in San Francisco, the Outside Lands Festival.",2008,https://en.wikipedia.org/wiki/Vegoose#cite_note-knoxnews.com-1
Vermont International Festival,Culture,VT,Burlington,44.4762975,-73.2135472,Active,November;December,1978,,,,
Vermont Quilt Festival,Art,VT,Essex,44.7065484,-71.7344471,Active,June,1977,,,,
Virgin Festival,Music,MD,Baltimore,39.2847494,-76.6204746396999,Inactive,September,2006,Unknow,Virgin Mobile did not explain what brought about the decision to cancel the concert at Merriweather Post Pavilion in Howard County. But they had hinted in previous years that the free shows would not go on indefinitely.,2014,https://www.baltimoresun.com/entertainment/music/midnight-sun-blog/bal-virgin-mobile-freefest-not-returning-this-year-20140729-story.html
Virginia Arts Festival,Art,VA,southeastern Virginia,36.80894345,-76.3020566795739,Active,April,1995,,,,
Virginia Film Festival,Film,VA,Charlottesville,38.029306,-78.4766781,Active,October,1988,,,,
Viva! El Paso,Art,TX,El Paso,31.7600372,-106.487287,Active,June;July,1978,,,,
Vision Festival,Art,NY,New York City,40.7308619,-73.9871558,Active,May;June,1996,,,,
Voodoo Music Experience,Music,LA,New Orleans,29.9499323,-90.0701156,Active,October,1999,,,,
Wakarusa Music and Camping Festival,Music,AR,Ozark,35.4870295,-93.8276965,Inactive,June,2004,Financial,Festival officials announced late Thursday afternoon via Facebook that the formerly annual music event on Mulberry Mountain near Ozark would not take place in 2016. ,2016,https://www.fayettevilleflyer.com/2015/12/18/wakarusa-goes-silent-in-2016/
Washington State Apple Blossom Festival,Nature,WA,Wenatchee,47.4234599,-120.3103494,Active,April;May,1920,,,,
Watershed Music Festival,Music,WA,George,47.0807166,-119.8570901,Active,August,2012,,,,
West Side Nut Club Fall Festival,Food,IN,Evansville,37.9747645,-87.5558483,Active,October,1921,,,,
Where the Wild Beers Are,Beer,NY,New York,40.7308619,-73.9871558,Active,June,2008,,,,
White Party,Culture,CA,Palm Springs,33.8246269,-116.540303,Active,April,1990,,,,
Wildflower! Arts and Music Festival,Art,TX,Richardson,32.9481789,-96.7297206,Active,May,1993,,,,
Wild West Brewfest,Beer,TX,Katy,29.7857853,-95.8243956,Active,April,2012,,,,
Wisconsin Film Festival,Film,WI,Madison,43.074761,-89.3837613,Active,April,1999,,,,
Woodstock Fruit Festival,Food,NY,Diamond Point,43.4792357,-73.6870621,Active,August,2011,,,,
Woodstock Music Festival,Music,NY,Bethel,41.6834224,-74.8712753,Active,August,1969,,,,
Worcester Music Festival,Music,MA,Worcester,42.2625932,-71.8022934,Active,September,2008,,,,
World Chicken Festival,Food,KY,Downtown London,38.24084425,-85.7547802935154,Active,September,1989,,,,
World of Nations Celebration,Culture,FL,Jacksonville,30.3321838,-81.655651,Active,May,1993,,,,
World Pulse Festival,Music,IN,South Bend,41.6833813,-86.2500066,Active,April,1986,,,,
World Science Festival,Technology,NY,New York,40.7308619,-73.9871558,Active,May;June,2008,,,,
World's Largest Disco,Culture,NY,Buffalo,42.8867166,-78.8783922,Active,November,1994,,,,
World's Peace Jubilee and International Musical Festival,Music,MA,Boston,42.3602534,-71.0582912,Inactive,July,1872,Low attendance,"Despite enthusiastic audiences, the festival suffered financially, partly from lower-than-expected attendance, and partly from setbacks during construction of the building.",1872,https://www.jstor.org/stable/3051884?origin=crossref&seq=1#metadata_info_tab_contents
Wormtown Music Festival,Music,MA,Greenfield,42.5877962,-72.6006199,Active,September,1999,,,,
XOXO ,Art,OR,Portland,45.5202471,-122.6741949,Active,september,2012,,,,
X96 Toyota Big Ass Show,Music,UT,Salt Lake City,40.7670126,-111.8904308,Active,September,1996,,,,
Yadkin Valley Wine Festival,Food,NC,Elkin,36.2443013,-80.8484043,Active,May,2001,,,,
Yambilee Festival,Food,LA,Opelousas,30.5335302,-92.081509,Inactive,October,1946,Financial,"In 2012, the Yambilee Festival was discontinued due to both lack of funding and extreme lack of public support.",2012,https://en.wikipedia.org/wiki/Yambilee_Festival
Yarmouth Clam Festival,Food,ME,Yarmouth,43.8006354,-70.1867161,Active,July,1965,,,,
Yellow Dog Music Fest,Music,MA,Centerville,41.649013,-70.3481183,Active,September,N/A,,,,
Ypsilanti Heritage Festival,Culture,MI,Ypsilanti,42.2410562,-83.613055,Active,August,1979,,,,
Zero Film Festival,Film,CA,Los Angeles,34.0536834,-118.2427669,Active,November,2007,,,,
Ziontific Summer Solstice Music Festival,Music,MA,Russell,42.189813,-72.8592642,Active,June,2011,,,,
Texas Shakespeare Festival,Art,TX,Kilgore,32.3860733,-94.8758518,Active,June;July,1986,,,,
Labor Day Carnival,Carnivals,NY,New York City,40.7308619,-73.9871558,Active,September,1930,,,,
Carnaval San Francisco,Carnivals,CA,San Francisco,37.7792808,-122.4192363,Active,May,1979,,,,
Carnival Memphis,Carnivals,TN,Memphis,35.1490215,-90.0516285,Active,May,1931,,,,
Carnaval Brasileiro,Carnivals,TX,Austin,30.2711286,-97.7436995,Active,February,1975,,,,
Mardi Gras in the United States,Carnivals,US,,39.7837304,-100.4458825,Active,March,1699,,,,
Michigan Technological University's Winter Carnival,Carnivals,MI,Houghton,46.8591287,-88.7774734,Active,February,1922,,,,
